timestamp,heart_rate_bpm_mean,heart_rate_bpm_std,heart_rate_bpm_min,heart_rate_bpm_max,heart_rate_bpm_range,heart_rate_bpm_skew,heart_rate_bpm_kurt,heart_rate_bpm_energy,steps_mean,steps_std,steps_min,steps_max,steps_range,steps_skew,steps_kurt,steps_energy,hour,day_of_week,is_night
2026-01-01 00:00:00,56.239999999999995,0.0,56.239999999999995,56.239999999999995,0.0,0.0,0.0,3162.9375999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
2026-01-01 00:05:00,57.19,1.3435028842544443,56.239999999999995,58.14,1.9000000000000057,0.0,0.0,6543.197199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
2026-01-01 00:10:00,64.41333333333334,12.547196233953361,56.239999999999995,78.86,22.620000000000005,1.6874762561045606,0.0,12762.0968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
2026-01-01 00:15:00,64.725,10.263688420835857,56.239999999999995,78.86,22.620000000000005,1.189127078627418,0.6127623798518371,17073.3324,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0,3,1
2026-01-01 00:20:00,63.7,9.179357275975264,56.239999999999995,78.86,22.620000000000005,1.5276220147416009,2.0653362433473355,20625.4924,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0,3,1
2026-01-01 00:25:00,62.74333333333333,8.53813484706506,56.239999999999995,78.86,22.620000000000005,1.7823605238697349,3.022932580648932,23984.854,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0,3,1
2026-01-01 00:30:00,62.32285714285714,7.873207127733303,56.239999999999995,78.86,22.620000000000005,1.98037429953063,3.95738147601181,27560.894,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0,3,1
2026-01-01 00:35:00,62.2975,7.289526243669259,56.239999999999995,78.86,22.620000000000005,2.05080370091239,4.5067597176614695,31419.788399999998,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0,3,1
2026-01-01 00:40:00,62.08111111111111,6.849559191007193,56.239999999999995,78.86,22.620000000000005,2.2038862739034064,5.308721974759733,35061.910899999995,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0,3,1
2026-01-01 00:45:00,62.085,6.457838045524387,56.239999999999995,78.86,22.620000000000005,2.2703712018562228,5.840947472637252,38920.80529999999,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0,3,1
2026-01-01 00:50:00,61.627272727272725,6.311732077503118,56.239999999999995,78.86,22.620000000000005,2.34428433629883,6.240831616428916,42175.50779999999,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0,3,1
2026-01-01 00:55:00,61.63833333333333,6.0181223790894265,56.239999999999995,78.86,22.620000000000005,2.407240417406336,6.7639901490885945,45989.80539999999,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0,3,1
2026-01-01 01:00:00,62.053333333333335,5.778974953670549,57.05,78.86,21.810000000000002,2.548503501095285,7.434225510332522,46574.756199999996,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,1,3,1
2026-01-01 01:05:00,62.215,5.685934000192533,57.05,78.86,21.810000000000002,2.6042849407844946,7.73413540285419,46804.103,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,1,3,1
2026-01-01 01:10:00,60.45166666666666,2.3673031581156336,57.05,65.66,8.61,0.6303090979956105,0.9093937914427992,43914.4934,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,1,3,1
2026-01-01 01:15:00,60.343333333333334,2.1245933657283658,57.05,64.36,7.310000000000002,0.1276300627589053,-0.2905417863982273,43745.4674,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,1,3,1
2026-01-01 01:20:00,60.72,2.367603314439619,57.05,64.36,7.310000000000002,-0.039620500179283855,-0.8157132756971482,44304.681800000006,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,1,3,1
2026-01-01 01:25:00,62.93,7.134881027230041,57.05,84.47999999999999,27.429999999999993,2.879603912828485,9.212341242442951,48082.1906,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,1,3,1
2026-01-01 01:30:00,62.95083333333333,7.125269319737172,57.05,84.47999999999999,27.429999999999993,2.8827906561770846,9.233506616887073,48112.1531,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,1,3,1
2026-01-01 01:35:00,62.74333333333333,7.187647653292331,57.05,84.47999999999999,27.429999999999993,2.9017541908102236,9.26141116364037,47808.9956,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,1,3,1
2026-01-01 01:40:00,62.87916666666666,7.153627761598663,57.05,84.47999999999999,27.429999999999993,2.878937072988834,9.19457160666553,48008.3935,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,1,3,1
2026-01-01 01:45:00,62.777499999999996,7.174037946271641,57.05,84.47999999999999,27.429999999999993,2.9032948463451893,9.28120383406073,47858.3091,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,1,3,1
2026-01-01 01:50:00,62.915,7.069331330086701,57.7,84.47999999999999,26.779999999999987,3.0012730686792177,9.696060756201243,48049.296599999994,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,1,3,1
2026-01-01 01:55:00,62.73833333333334,7.127073648270988,57.7,84.47999999999999,26.779999999999987,3.00805157296912,9.687845748609423,47791.92860000001,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,1,3,1
2026-01-01 02:00:00,62.76083333333333,7.122269120458899,57.7,84.47999999999999,26.779999999999987,3.0032398716764237,9.669809766257847,47825.060300000005,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,2,3,1
2026-01-01 02:05:00,64.26916666666666,8.318964597213817,57.7,84.47999999999999,26.779999999999987,1.922447080294113,2.8292146685539303,50327.5663,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,2,3,1
2026-01-01 02:10:00,64.89416666666666,8.058208077745467,58.7,84.47999999999999,25.779999999999987,1.8946185541310674,2.7803013405071635,51249.3163,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,2,3,1
2026-01-01 02:15:00,64.4075,8.267045338956569,58.52,84.47999999999999,25.959999999999987,1.9168507779446082,2.7890632610154347,50531.6971,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,2,3,1
2026-01-01 02:20:00,63.92666666666667,8.451039025235922,58.35,84.47999999999999,26.12999999999999,1.9592562695325153,2.8660265706968477,49825.0452,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,2,3,1
2026-01-01 02:25:00,61.785,5.515502944181314,58.35,78.17999999999999,19.82999999999999,2.788680693741201,8.373649256227825,46143.2632,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,2,3,1
2026-01-01 02:30:00,62.104166666666664,5.516791653807053,58.35,78.17999999999999,19.82999999999999,2.5875676990330425,7.464030342539697,46617.9151,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,2,3,1
2026-01-01 02:35:00,62.171666666666674,5.48865082500134,58.35,78.17999999999999,19.82999999999999,2.5902484470185025,7.51084256843812,46715.171800000004,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,2,3,1
2026-01-01 02:40:00,61.58166666666667,5.877858041116268,54.9,78.17999999999999,23.279999999999994,2.265151286990077,6.321535934529882,45887.661400000005,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,2,3,1
2026-01-01 02:45:00,61.51,5.8921504023265046,54.9,78.17999999999999,23.279999999999994,2.2907120517215764,6.3815839741163165,45783.653,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,2,3,1
2026-01-01 02:50:00,61.55833333333333,5.869339181223253,54.9,78.17999999999999,23.279999999999994,2.29386630290646,6.429599963070844,45852.081399999995,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,2,3,1
2026-01-01 02:55:00,61.13666666666666,6.192547329188729,54.58,78.17999999999999,23.599999999999994,2.045792506869452,5.419629261275905,45274.12819999999,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,2,3,1
2026-01-01 03:00:00,61.0325,6.196575483867905,54.58,78.17999999999999,23.599999999999994,2.1019781766137853,5.596359386505169,45121.9657,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,3,3,1
2026-01-01 03:05:00,59.14083333333334,3.250534105296712,54.58,65.2,10.620000000000005,0.3562588922136831,-0.09028631059427299,42087.883700000006,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,3,3,1
2026-01-01 03:10:00,58.62416666666667,2.634192849754381,54.58,63.879999999999995,9.299999999999997,0.05770909802576915,0.3604458275686789,41317.8437,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,3,3,1
2026-01-01 03:15:00,58.70416666666667,2.6452958533055027,54.58,63.879999999999995,9.299999999999997,-0.0482222646978491,0.2877802437068081,41431.1237,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,3,3,1
2026-01-01 03:20:00,58.91833333333333,2.717076749119574,54.58,63.879999999999995,9.299999999999997,-0.269491822662521,-0.023371653128157276,41737.6476,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,3,3,1
2026-01-01 03:25:00,58.90833333333333,2.7178528735795053,54.58,63.879999999999995,9.299999999999997,-0.2560944974687298,-0.033523317471558456,41723.554800000005,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,3,3,1
2026-01-01 03:30:00,58.718333333333334,2.3997796616028246,54.58,61.6,7.020000000000003,-0.9024263205808614,-0.5843028727566744,41437.460399999996,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,3,3,1
2026-01-01 03:35:00,58.81833333333333,2.5009155899148077,54.58,61.64,7.060000000000002,-0.8030010968816116,-0.6822763024357016,41583.956399999995,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,3,3,1
2026-01-01 03:40:00,59.1875,2.175763711268496,54.58,61.64,7.060000000000002,-1.1981119101730642,1.0329091749545778,42089.9953,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,3,3,1
2026-01-01 03:45:00,59.365833333333335,2.333941100500651,54.58,62.18000000000001,7.6000000000000085,-1.0216783100626805,0.6062313576555558,42351.5461,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,3,3,1
2026-01-01 03:50:00,59.50416666666667,2.3771849598492456,54.58,62.18000000000001,7.6000000000000085,-1.1449965097424286,0.6577669389181166,42551.111300000004,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,3,3,1
2026-01-01 03:55:00,59.7525,1.9295177211841703,55.48,62.18000000000001,6.70000000000001,-0.9056837465872905,0.7536014193816823,42885.288499999995,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,3,3,1
2026-01-01 04:00:00,59.862500000000004,1.9963062481402383,55.48,62.18000000000001,6.70000000000001,-0.936989939982396,0.5164816178494612,43046.0645,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,4,3,1
